hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,270,2016,September,40,30,1,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,95.4,0,1,Canceled,18/02/2016
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,273,2016,September,40,30,1,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,106.2,0,0,Canceled,05/01/2016
City Hotel,1,267,2016,September,40,30,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,0,Transient,95,0,0,Canceled,09/02/2016
City Hotel,1,267,2016,September,40,30,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,0,Transient,95,0,0,Canceled,09/02/2016
City Hotel,1,219,2016,September,40,30,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,NULL,0,Transient,120,0,0,Canceled,15/03/2016
City Hotel,1,219,2016,September,40,30,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,NULL,0,Transient,120,0,0,Canceled,15/03/2016
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,267,2016,September,40,30,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,0,Transient,95,0,0,Canceled,09/02/2016
City Hotel,1,267,2016,September,40,30,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,0,Transient,95,0,0,Canceled,09/02/2016
City Hotel,1,219,2016,September,40,30,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,NULL,0,Transient,120,0,0,Canceled,15/03/2016
City Hotel,1,219,2016,September,40,30,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,NULL,0,Transient,120,0,0,Canceled,15/03/2016
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,175,2016,September,40,30,1,2,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,104.1,0,0,Canceled,19/09/2016
City Hotel,1,273,2016,September,40,30,1,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,106.2,0,0,Canceled,05/01/2016
City Hotel,1,267,2016,September,40,30,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,0,Transient,95,0,0,Canceled,09/02/2016
City Hotel,1,136,2016,September,40,30,1,2,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,154.8,0,0,Canceled,19/07/2016
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,273,2016,September,40,30,1,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,106.2,0,0,Canceled,05/01/2016
City Hotel,1,267,2016,September,40,30,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,0,Transient,95,0,0,Canceled,09/02/2016
City Hotel,1,267,2016,September,40,30,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,0,Transient,95,0,0,Canceled,09/02/2016
City Hotel,1,219,2016,September,40,30,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,NULL,0,Transient,120,0,0,Canceled,15/03/2016
City Hotel,1,219,2016,September,40,30,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,NULL,0,Transient,120,0,0,Canceled,15/03/2016
City Hotel,1,219,2016,September,40,30,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,NULL,0,Transient,120,0,0,Canceled,15/03/2016
City Hotel,1,219,2016,September,40,30,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,NULL,0,Transient,120,0,0,Canceled,15/03/2016
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,267,2016,September,40,30,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,0,Transient,95,0,0,Canceled,09/02/2016
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,219,2016,September,40,30,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,NULL,0,Transient,120,0,0,Canceled,15/03/2016
City Hotel,1,219,2016,September,40,30,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,NULL,0,Transient,120,0,0,Canceled,15/03/2016
City Hotel,1,267,2016,September,40,30,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,0,Transient,95,0,0,Canceled,09/02/2016
City Hotel,1,267,2016,September,40,30,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,0,Transient,95,0,0,Canceled,09/02/2016
City Hotel,1,219,2016,September,40,30,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,NULL,0,Transient,120,0,0,Canceled,15/03/2016
City Hotel,1,219,2016,September,40,30,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,NULL,0,Transient,120,0,0,Canceled,15/03/2016
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,267,2016,September,40,30,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,0,Transient,95,0,0,Canceled,09/02/2016
City Hotel,1,267,2016,September,40,30,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,0,Transient,95,0,0,Canceled,09/02/2016
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,219,2016,September,40,30,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,NULL,0,Transient,120,0,0,Canceled,15/03/2016
City Hotel,1,219,2016,September,40,30,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,NULL,0,Transient,120,0,0,Canceled,15/03/2016
City Hotel,1,219,2016,September,40,30,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,NULL,0,Transient,120,0,0,Canceled,15/03/2016
City Hotel,1,137,2016,September,40,30,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,135.9,0,0,Canceled,09/08/2016
City Hotel,1,267,2016,September,40,30,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,0,Transient,95,0,0,Canceled,09/02/2016
City Hotel,1,267,2016,September,40,30,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,0,Transient,95,0,0,Canceled,09/02/2016
City Hotel,1,219,2016,September,40,30,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,NULL,0,Transient,120,0,0,Canceled,15/03/2016
City Hotel,1,219,2016,September,40,30,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,NULL,0,Transient,120,0,0,Canceled,15/03/2016
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,267,2016,September,40,30,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,NULL,0,Transient,95,0,0,Canceled,09/02/2016
City Hotel,1,219,2016,September,40,30,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,NULL,0,Transient,120,0,0,Canceled,15/03/2016
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,273,2016,September,40,30,1,2,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,100.8,0,0,Canceled,05/01/2016
City Hotel,1,219,2016,September,40,30,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,NULL,0,Transient,120,0,0,Canceled,15/03/2016
City Hotel,1,179,2016,September,40,30,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,113.4,0,0,Canceled,07/07/2016
City Hotel,1,179,2016,September,40,30,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,126.9,0,0,Canceled,10/04/2016
City Hotel,1,190,2016,September,40,30,2,2,2,2,0,BB,ISL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,175.1,0,1,Canceled,17/09/2016
City Hotel,1,179,2016,September,40,30,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,113.4,0,0,Canceled,06/08/2016
City Hotel,1,179,2016,September,40,30,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,113.4,0,0,Canceled,06/08/2016
City Hotel,1,179,2016,September,40,30,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,113.4,0,0,Canceled,07/07/2016
City Hotel,1,179,2016,September,40,30,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,113.4,0,0,Canceled,06/08/2016
City Hotel,1,179,2016,September,40,30,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,113.4,0,0,Canceled,09/08/2016
City Hotel,1,179,2016,September,40,30,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,113.4,0,0,Canceled,06/08/2016
City Hotel,1,179,2016,September,40,30,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,113.4,0,0,Canceled,06/08/2016
City Hotel,1,179,2016,September,40,30,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,113.4,0,0,Canceled,06/08/2016
City Hotel,1,179,2016,September,40,30,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,113.4,0,0,Canceled,06/08/2016
City Hotel,1,223,2016,September,40,30,2,3,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,73.96,0,0,Canceled,22/02/2016
City Hotel,1,223,2016,September,40,30,2,3,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,73.96,0,0,Canceled,22/02/2016
City Hotel,1,223,2016,September,40,30,2,3,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,73.96,0,0,Canceled,22/02/2016
City Hotel,1,5,2016,October,40,1,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,NULL,321,0,Transient-Party,110,0,0,Canceled,28/09/2016
City Hotel,1,0,2016,October,40,1,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient,180,0,0,No-Show,01/10/2016
City Hotel,1,4,2016,October,40,1,0,1,2,0,0,BB,PRT,Complementary,Direct,0,0,0,E,E,0,No Deposit,NULL,45,0,Transient,0,0,1,Canceled,29/09/2016
City Hotel,1,268,2016,October,40,1,1,1,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,95.4,0,0,Canceled,26/02/2016
City Hotel,1,268,2016,October,40,1,1,1,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,95.4,0,0,Canceled,17/02/2016
City Hotel,1,267,2016,October,40,1,1,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient-Party,115.2,0,0,Canceled,17/02/2016
City Hotel,1,268,2016,October,40,1,1,1,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,95.4,0,0,Canceled,17/02/2016
City Hotel,1,267,2016,October,40,1,1,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient-Party,115.2,0,0,Canceled,17/02/2016
City Hotel,1,267,2016,October,40,1,1,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient-Party,115.2,0,0,Canceled,17/02/2016
City Hotel,1,267,2016,October,40,1,1,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient-Party,115.2,0,0,Canceled,17/02/2016
City Hotel,1,268,2016,October,40,1,1,1,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,95.4,0,0,Canceled,17/02/2016
City Hotel,1,261,2016,October,40,1,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,96,0,0,Canceled,14/01/2016
City Hotel,1,267,2016,October,40,1,1,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient-Party,115.2,0,0,Canceled,17/02/2016
City Hotel,1,267,2016,October,40,1,1,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient-Party,115.2,0,0,Canceled,17/02/2016
City Hotel,1,268,2016,October,40,1,1,1,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,95.4,0,0,Canceled,17/02/2016
City Hotel,1,268,2016,October,40,1,1,1,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,95.4,0,0,Canceled,17/02/2016
City Hotel,1,261,2016,October,40,1,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,96,0,0,Canceled,14/01/2016
City Hotel,1,268,2016,October,40,1,1,1,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,95.4,0,0,Canceled,17/02/2016
City Hotel,1,261,2016,October,40,1,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,96,0,0,Canceled,14/01/2016
City Hotel,1,201,2016,October,40,1,1,1,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,98.1,0,0,Canceled,15/03/2016
City Hotel,1,268,2016,October,40,1,1,1,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,95.4,0,0,Canceled,17/02/2016
City Hotel,1,268,2016,October,40,1,1,1,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,95.4,0,0,Canceled,17/02/2016
City Hotel,1,267,2016,October,40,1,1,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient-Party,115.2,0,0,Canceled,26/02/2016
City Hotel,1,267,2016,October,40,1,1,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient-Party,115.2,0,0,Canceled,17/02/2016
City Hotel,1,267,2016,October,40,1,1,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient-Party,115.2,0,0,Canceled,17/02/2016
City Hotel,1,268,2016,October,40,1,1,1,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,95.4,0,0,Canceled,17/02/2016
City Hotel,1,261,2016,October,40,1,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,96,0,0,Canceled,14/01/2016
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,180,2016,October,40,1,2,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,108.9,0,0,Canceled,31/08/2016
City Hotel,1,179,2016,October,40,1,2,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,108.9,0,2,Canceled,01/09/2016
City Hotel,1,167,2016,October,40,1,2,1,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,98.1,0,0,Canceled,07/08/2016
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,275,2016,October,40,1,2,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,106.2,0,0,Canceled,26/02/2016
City Hotel,1,179,2016,October,40,1,2,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,108.9,0,2,Canceled,01/09/2016
City Hotel,1,275,2016,October,40,1,2,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,106.2,0,0,Canceled,26/02/2016
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,180,2016,October,40,1,2,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,108.9,0,1,Canceled,12/09/2016
City Hotel,1,180,2016,October,40,1,2,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,108.9,0,0,Canceled,31/08/2016
City Hotel,1,275,2016,October,40,1,2,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,106.2,0,0,Canceled,26/02/2016
City Hotel,1,275,2016,October,40,1,2,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,106.2,0,0,Canceled,26/02/2016
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,180,2016,October,40,1,2,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,108.9,0,1,Canceled,12/09/2016
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,180,2016,October,40,1,2,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,108.9,0,0,Canceled,31/08/2016
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,135,2016,October,40,1,2,1,2,0,0,BB,TWN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,132.3,0,0,Canceled,24/05/2016
City Hotel,1,179,2016,October,40,1,2,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,108.9,0,2,Canceled,01/09/2016
City Hotel,1,275,2016,October,40,1,2,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,106.2,0,0,Canceled,26/02/2016
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,179,2016,October,40,1,2,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,108.9,0,2,Canceled,01/09/2016
City Hotel,1,134,2016,October,40,1,2,1,1,0,0,BB,BEL,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,128.7,0,0,Canceled,05/09/2016
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,275,2016,October,40,1,2,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,106.2,0,0,Canceled,26/02/2016
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,135,2016,October,40,1,2,1,2,0,0,BB,TWN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,132.3,0,0,Canceled,24/05/2016
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,180,2016,October,40,1,2,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,108.9,0,1,Canceled,19/09/2016
City Hotel,1,275,2016,October,40,1,2,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,106.2,0,0,Canceled,26/02/2016
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
City Hotel,1,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,46,Transient,110,0,0,Canceled,18/12/2015
